# Метеостанция Можайск, Россия, WMO_ID=27509, выборка с 28.03.2018 по 03.04.2019, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27509&lang=ru
#
"Местное время в Можайске";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"05.11.2018 06:00";"-2.8";"757.3";"775.1";"";"100";"Штиль, безветрие";"0";"";"";"Небо не видно из-за тумана и/или других метеорологических явлений.";"Туман или ледяной туман, неба не видно, начался или усилился в течение последнего часа. ";"Туман или ледяной туман или сильная мгла.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"-3.0";"";"";"";"";"";"";"0.5";"-2.8";"Осадков нет";"12";"";"";"";"";
"05.11.2018 03:00";"-1.8";"757.0";"774.8";"";"100";"Ветер, дующий с западо-юго-запада";"1";"";"";"Облаков нет.";"Дымка. ";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"Облака покрывали половину неба или менее в течение всего соответствующего периода.";"";"";"";"";"";"";"";"4.0";"-1.8";"";"";"";"";"";"";
"05.11.2018 00:00";"-0.5";"756.5";"774.1";"";"100";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"10.0";"-0.5";"";"";"";"";"";"";
"04.11.2018 21:00";"1.2";"755.9";"773.4";"";"98";"Ветер, дующий с запада";"1";"";"";"Облаков нет.";" ";"";"";"";"9.3";"";"";"";"";"";"10.0";"0.9";"Осадков нет";"12";"";"";"";"";
"04.11.2018 18:00";"3.1";"755.1";"772.6";"";"87";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 15:00";"7.5";"753.9";"771.1";"";"68";"Ветер, дующий с северо-запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 12:00";"7.8";"753.2";"770.3";"";"77";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 09:00";"6.3";"752.4";"769.6";"";"92";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 06:00";"6.9";"751.0";"768.1";"";"93";"Ветер, дующий с запада";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 03:00";"8.0";"751.0";"768.1";"";"99";"Ветер, дующий с запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"04.11.2018 00:00";"7.9";"751.0";"768.1";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.11.2018 21:00";"7.7";"751.0";"768.1";"";"99";"Ветер, дующий с юга";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.11.2018 18:00";"7.7";"751.7";"768.8";"";"99";"Ветер, дующий с юга";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.11.2018 15:00";"7.8";"753.2";"770.3";"";"97";"Ветер, дующий с юга";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.11.2018 12:00";"7.8";"753.9";"771.1";"";"95";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"03.11.2018 09:00";"7.0";"754.6";"771.8";"";"96";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";
"03.11.2018 06:00";"6.6";"755.3";"772.6";"";"97";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.11.2018 03:00";"6.5";"756.0";"773.3";"";"95";"Ветер, дующий с юга";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"03.11.2018 00:00";"6.0";"756.8";"774.1";"";"97";"Ветер, дующий с юга";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 21:00";"5.4";"756.7";"774.1";"";"97";"Ветер, дующий с юго-востока";"1";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 18:00";"4.3";"756.7";"774.1";"";"97";"Штиль, безветрие";"0";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 15:00";"5.0";"757.4";"774.8";"";"94";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 12:00";"4.5";"758.1";"775.6";"";"97";"Ветер, дующий с юго-востока";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 09:00";"4.8";"758.8";"776.3";"";"97";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 06:00";"5.1";"758.9";"776.3";"";"97";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 03:00";"4.8";"759.6";"777.1";"";"99";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"02.11.2018 00:00";"4.1";"760.3";"777.8";"";"99";"Ветер, дующий с юга";"1";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.11.2018 21:00";"3.9";"761.0";"778.6";"";"99";"Ветер, дующий с юга";"2";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.11.2018 18:00";"4.1";"761.1";"778.6";"";"98";"Ветер, дующий с юга";"2";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.11.2018 15:00";"4.3";"761.1";"778.6";"";"97";"Ветер, дующий с юга";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.11.2018 12:00";"3.8";"761.0";"778.6";"";"100";"Ветер, дующий с юга";"2";"";"";"";" ";"Морось.";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"01.11.2018 09:00";"2.4";"760.9";"778.6";"";"100";"Ветер, дующий с юга";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"2.0";"";"";"";"";"";"";"";
"01.11.2018 06:00";"1.8";"760.9";"778.6";"";"100";"Ветер, дующий с юга";"2";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"01.11.2018 03:00";"1.3";"760.9";"778.6";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"Туман или ледяной туман или сильная мгла.";"";"";"";"";"";"";"";"";"0.5";"";"";"";"";"";"";"";
"01.11.2018 00:00";"1.0";"760.1";"777.8";"";"100";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.10.2018 21:00";"0.8";"760.1";"777.8";"";"97";"Ветер, дующий с юго-востока";"2";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.10.2018 18:00";"0.7";"759.4";"777.1";"";"97";"Ветер, дующий с юго-востока";"3";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.10.2018 15:00";"0.5";"759.4";"777.1";"";"97";"Ветер, дующий с юго-востока";"4";"";"";"";"Дымка. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"31.10.2018 12:00";"0.1";"760.0";"777.8";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.10.2018 09:00";"-0.5";"760.0";"777.8";"";"90";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.10.2018 06:00";"-0.6";"760.0";"777.8";"";"85";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.10.2018 03:00";"-0.5";"760.8";"778.6";"";"84";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"31.10.2018 00:00";"-0.3";"760.8";"778.6";"";"79";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 21:00";"-0.2";"760.8";"778.6";"";"79";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 18:00";"-0.1";"760.8";"778.6";"";"83";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 15:00";"0.5";"760.8";"778.6";"";"78";"Ветер, дующий с востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 12:00";"-1.2";"760.7";"778.6";"";"83";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 09:00";"-1.4";"759.9";"777.8";"";"88";"Ветер, дующий с востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.10.2018 06:00";"-1.7";"759.2";"777.1";"";"95";"Ветер, дующий с востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"30.10.2018 03:00";"-1.9";"759.2";"777.1";"";"98";"Ветер, дующий с востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"30.10.2018 00:00";"-1.8";"758.4";"776.3";"";"99";"Ветер, дующий с северо-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.10.2018 21:00";"-0.5";"757.8";"775.6";"";"81";"Ветер, дующий с северо-востока";"3";"";"";"";"Ливневый снег умеренный или сильный в срок наблюдения или за последний час. ";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";"";
"29.10.2018 18:00";"-0.5";"758.0";"775.6";"";"82";"Ветер, дующий с востоко-северо-востока";"3";"";"";"100%.";"Ливневый снег слабый в срок наблюдения или за последний час. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"4.0";"-3.3";"0.2";"12";"";"";"";"";
"29.10.2018 15:00";"0.8";"756.4";"774.1";"";"70";"Ветер, дующий с востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.10.2018 12:00";"0.8";"755.0";"772.6";"";"81";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.10.2018 09:00";"1.6";"753.6";"771.1";"";"86";"Ветер, дующий с северо-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.10.2018 06:00";"2.1";"751.3";"768.8";"";"88";"Ветер, дующий с севера";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.10.2018 03:00";"2.8";"749.2";"766.6";"";"94";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"29.10.2018 00:00";"4.1";"746.4";"763.6";"";"89";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 21:00";"4.3";"744.2";"761.3";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 18:00";"4.3";"744.4";"761.5";"";"84";"Ветер, дующий с юго-запада";"1";"";"";"60%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"20–30%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"1.8";"Следы осадков";"12";"";"";"";"";
"28.10.2018 15:00";"5.6";"739.8";"756.8";"";"79";"Ветер, дующий с юго-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 12:00";"5.6";"740.0";"756.9";"";"79";"Ветер, дующий с западо-юго-запада";"3";"";"";"90  или более, но не 100%";" ";"";"";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"90  или более, но не 100%";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"10.0";"2.2";"";"";"";"";"";"";
"28.10.2018 09:00";"5.2";"736.2";"753.1";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 06:00";"5.8";"735.4";"752.3";"";"97";"Ветер, дующий с юга";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 03:00";"4.4";"736.1";"753.1";"";"97";"Ветер, дующий с юга";"4";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"28.10.2018 00:00";"1.2";"738.1";"755.3";"";"97";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 21:00";"4.3";"740.5";"757.6";"";"75";"Ветер, дующий с юго-востока";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 18:00";"4.0";"742.0";"759.1";"";"82";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 15:00";"3.3";"741.9";"759.1";"";"79";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 12:00";"1.2";"741.8";"759.1";"";"97";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 09:00";"-0.4";"740.2";"757.6";"";"98";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 06:00";"1.0";"738.9";"756.1";"";"94";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 03:00";"0.9";"737.4";"754.6";"";"99";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"27.10.2018 00:00";"0.9";"735.9";"753.1";"";"96";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 21:00";"2.7";"734.6";"751.6";"";"75";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 18:00";"3.9";"733.9";"750.8";"";"67";"Ветер, дующий с юго-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 15:00";"2.2";"733.8";"750.8";"";"71";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 12:00";"0.4";"733.0";"750.1";"";"76";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 09:00";"0.4";"733.0";"750.1";"";"76";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 06:00";"0.3";"732.2";"749.3";"";"94";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 03:00";"0.6";"730.7";"747.8";"";"96";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"26.10.2018 00:00";"0.4";"730.0";"747.1";"";"96";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 21:00";"1.5";"729.3";"746.3";"";"89";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 18:00";"1.9";"728.7";"745.6";"";"92";"Ветер, дующий с северо-запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 15:00";"3.7";"728.0";"744.8";"";"77";"Ветер, дующий с северо-запада";"5";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 12:00";"3.1";"727.3";"744.1";"";"89";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 09:00";"2.5";"726.5";"743.3";"";"93";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 06:00";"2.9";"725.0";"741.8";"";"98";"Ветер, дующий с северо-запада";"3";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 03:00";"3.6";"723.6";"740.3";"";"97";"Ветер, дующий с северо-запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"25.10.2018 00:00";"3.8";"723.6";"740.3";"";"98";"Ветер, дующий с запада";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 21:00";"4.0";"723.3";"739.9";"";"97";"Ветер, дующий с юго-юго-запада";"1";"";"";"100%.";"Облака в целом образовывались или развивались. ";"Дождь.";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"5.0";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"600-1000";"";"";"10.0";"3.5";"1.0";"12";"";"";"";"";
"24.10.2018 18:00";"4.3";"722.9";"739.6";"";"95";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 15:00";"4.9";"723.0";"739.6";"";"91";"Ветер, дующий с юго-востока";"1";"";"";"";" ";"Дождь.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 12:00";"4.4";"723.0";"739.6";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"Дождь.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 09:00";"3.5";"723.6";"740.3";"";"95";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"Дождь.";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 06:00";"3.6";"725.1";"741.8";"";"93";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 03:00";"3.8";"727.3";"744.1";"";"96";"Ветер, дующий с юго-востока";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"24.10.2018 00:00";"4.2";"729.5";"746.3";"";"95";"Ветер, дующий с юго-востока";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 21:00";"3.8";"732.1";"748.9";"";"95";"Ветер, дующий с юга";"3";"";"";"100%.";" ";"";"";"";"8.9";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"100%.";"600-1000";"";"";"10.0";"3.0";"0.3";"12";"";"";"";"";
"23.10.2018 18:00";"4.5";"733.9";"750.8";"";"85";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 15:00";"8.9";"735.4";"752.0";"";"62";"Ветер, дующий с юго-запада";"1";"";"";"70 – 80%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение всего соответствующего периода.";"";"";"Кучево-дождевые волокнистые (часто с наковальней), либо с кучево-дождевыми лысыми, кучевыми, слоистыми, разорванно-дождевыми, либо без них.";"70 – 80%.";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые плотные в виде клочьев или скрученных склонов, количество которых обычно не увеличивается, иногда могут казаться остатками верхней части кучево-дождевых; или перистые башенкообразные, или перистые хлопьевидные.";"10.0";"1.9";"";"";"";"";"";"";
"23.10.2018 12:00";"5.6";"736.9";"753.8";"";"95";"Ветер, дующий с запада";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 09:00";"3.2";"738.2";"755.3";"";"97";"Ветер, дующий с юго-запада";"2";"";"";"";" ";"Ливень (ливни).";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 06:00";"2.1";"738.9";"756.1";"";"85";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 03:00";"1.4";"741.0";"758.3";"";"85";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"23.10.2018 00:00";"2.5";"743.4";"760.6";"";"80";"Ветер, дующий с юга";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 21:00";"3.1";"744.9";"762.1";"";"75";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 18:00";"4.7";"746.4";"763.6";"";"68";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 15:00";"9.1";"748.2";"765.1";"";"50";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 12:00";"7.6";"750.2";"767.3";"";"55";"Ветер, дующий с юга";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 09:00";"3.2";"752.2";"769.6";"";"78";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 06:00";"3.1";"752.9";"770.3";"";"87";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 03:00";"3.9";"752.9";"770.3";"";"85";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"22.10.2018 00:00";"4.7";"753.0";"770.3";"";"83";"Ветер, дующий с юга";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 21:00";"5.3";"753.8";"771.1";"";"80";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 18:00";"6.1";"753.1";"770.3";"";"73";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 15:00";"7.5";"752.5";"769.6";"";"67";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 12:00";"6.0";"753.1";"770.3";"";"84";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 09:00";"3.9";"752.2";"769.6";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 06:00";"2.9";"751.4";"768.8";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 03:00";"2.0";"750.7";"768.1";"";"97";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"21.10.2018 00:00";"1.5";"750.6";"768.1";"";"98";"Ветер, дующий с юга";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.10.2018 21:00";"0.4";"750.6";"768.1";"";"96";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.10.2018 18:00";"5.5";"749.4";"766.6";"";"73";"Штиль, безветрие";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
"20.10.2018 15:00";"9.1";"749.6";"766.6";"";"61";"Ветер, дующий с севера";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"10.0";"";"";"";"";"";"";"";
